服務地點,倉庫別,客戶名稱,維護時間,行車距離,郵遞區號3碼,郵遞區號,樓層,出租單號,週清1,週清2,緯度,經度,排程總序號,count,zone_id
桃園市大溪區埔頂路１段357巷250-2號旁工地,5A-平鎮倉,67192 捷翔開發建設有限公司,8.0,50.26,335,桃園市大溪區,1,RT20250000013687,1.0,,24.909828,121.274795,1428,1,9
桃園市大溪區士香街129號旁,5A-平鎮倉,77246 瑞境建設-士香街,8.0,30.97,335,桃園市大溪區,1,RT202500009029,1.0,,24.897366,121.274386,1428,1,9
桃園市大溪區士香街172號對面,5A-平鎮倉,75774 永碁營造-銜接#74519勤瞻,8.0,30.94,335,桃園市大溪區,1,RT20250000013580,1.0,,24.89708,121.274431,1428,1,9
桃園市大溪區大鶯路1426巷工地,5A-平鎮倉,73220 泰貿豐營造-大鶯路,8.0,41.53,335,桃園市大溪區,1,RT20250000012823,1.0,,24.928709,121.316228,1428,1,3
桃園市大溪區康莊路405巷,5A-平鎮倉,75922 三易建設-大溪,8.0,45.1,335,桃園市大溪區,1,RT202500002789,1.0,,24.874442,121.286558,1428,1,9
桃園市大溪區康莊路五段545號-位移至工務所旁,5A-平鎮倉,75830 山華行營造-大溪,8.0,51.7,335,桃園市大溪區,1,RT20250000013250,1.0,,24.825709,121.262711,1428,1,9
桃園市大溪區復興路119號,5A-平鎮倉,72934 壬申-大溪圖書館,16.0,36.6,335,桃園市大溪區,1,RT202400005438,1.0,,24.879356,121.292047,1428,2,9
桃園市大溪區復興路一段1097號-停車場工地,5A-平鎮倉,77999 三邑營造-復興路一段,8.0,27.2,335,桃園市大溪區,1,RT20250000012465,1.0,,24.840141,121.295008,1428,1,9
桃園市大溪區復興路一段28巷39號工地-頭寮從三層古道進去,5A-平鎮倉,77958 王祥顏,8.0,34.8,335,桃園市大溪區,1,RT20250000012198,1.0,,24.868986,121.292747,1428,1,9
桃園市大溪區忠孝路27號,5A-平鎮倉,76061 鉑洋工程-大溪,8.0,37.4,335,桃園市大溪區,1,RT202500003285,1.0,,24.883772,121.289819,1428,1,9
桃園市大溪區忠泰街6巷,5A-平鎮倉,74263 宜富建設-太武段,16.0,34.22,335,桃園市大溪區,1,RT20240000010709,1.0,,24.902758,121.283561,1428,2,9
桃園市大溪區慈光一街&埔頂七街交叉口,5A-平鎮倉,75177 展揚-太武安居,8.0,34.0,335,桃園市大溪區,1,RT202500003861,1.0,,24.903278,121.282098,1428,1,9
桃園市大溪區慈光一街&埔頂七街交叉口-太武安居社會住宅,5A-平鎮倉,75177 展揚-大溪,8.0,33.93,335,桃園市大溪區,1,RT20240000015154,1.0,,24.903569,121.281736,1428,1,9
桃園市大溪區承恩路385號 (綠善生活農埸),5A-平鎮倉,50778 綠茵子生活,8.0,24.8,335,桃園市大溪區,1,RT202500003950,1.0,,24.828056,121.299666,1428,1,9
桃園市大溪區新光東路20巷18號旁,5A-平鎮倉,76629 冠銘開發-亞士美實,8.0,36.9,335,桃園市大溪區,1,RT202500006101,1.0,,24.918173,121.289797,1428,1,3
桃園市大溪區瑞仁路92巷1號旁邊工地,5A-平鎮倉,74909 合偉-鶯歌,8.0,11.78,335,桃園市大溪區,1,RT20240000013425,1.0,,24.897558,121.286955,1428,1,9
桃園市大溪區瑞安路一段188號旁,5A-平鎮倉,75414 珈祥營造-黃惠程,8.0,9.57,335,桃園市大溪區,1,RT2025000552,1.0,,24.887989,121.279059,1428,1,9
桃園市大溪區環湖路一段68號-石門水庫南苑停車場-需通行證進出,5A-平鎮倉,78252 宇宣營造-石門水庫,48.0,0.0,335,桃園市大溪區,1,RT20250000014147,,1.0,24.815867,121.248894,1428,6,9
桃園市大溪區環湖路一段68號-石門水庫壩頂漢江亭-需通行證進出,5A-平鎮倉,78252 宇宣營造-石門水庫,48.0,0.0,335,桃園市大溪區,1,RT20250000014143,,1.0,24.810711,121.243991,1428,6,9
桃園市大溪區環湖路二段10號-阿姆坪抽砂場,5A-平鎮倉,35257 石管局-阿姆坪抽砂場,8.0,20.6,335,桃園市大溪區,1,RT20240000014864,1.0,,24.815122,121.301725,1428,1,9
桃園市大溪區石園路276巷7號旁-自行定位,5A-平鎮倉,77825 晴邑建設-大溪瑞源段,8.0,65.96,335,桃園市大溪區,1,RT20250000011536,1.0,,24.87427,121.262242,1428,1,9
桃園市大溪區石園路327號旁工地-原地址大溪區石園路75號-國防大學,5A-平鎮倉,77459 三星-國防大學,16.0,65.38,335,桃園市大溪區,1,RT20250000012512,1.0,,24.875236,121.265181,1428,2,9
桃園市大溪區石園路75號-國防大學,5A-平鎮倉,77459 三星-國防大學,24.0,65.15666667,335,桃園市大溪區,1,RT20250000012736,1.0,,24.874145,121.263931,1428,3,9
桃園市大溪區福山一路161號對面,5A-平鎮倉,72272 明尚-森巴黎15期,8.0,52.5,335,桃園市大溪區,1,RT202500002356,1.0,,24.831511,121.262783,1428,1,9
桃園市大溪區興昌路二段210巷120號,5A-平鎮倉,73006 泉亮有限公司,8.0,74.51,335,桃園市大溪區,1,RT20250000011885,1.0,,24.893402,121.255078,1428,1,9
桃園市大溪區金山路215號,5A-平鎮倉,71680 菁宣營造工程有限公司,8.0,41.5,335,桃園市大溪區,1,RT202500009949,1.0,,24.876473,121.310036,1428,1,9
桃園市大溪區隆德街42號(旁轉角基地),5A-平鎮倉,73956 瑞星工程-大溪陳榮達,8.0,31.38,335,桃園市大溪區,1,RT20250000013447,1.0,,24.900478,121.275131,1428,1,9
桃園市大溪區頭寮路276巷75-1號-香光山寺,5A-平鎮倉,70534 香光山寺,8.0,30.2,335,桃園市大溪區,1,RT202500005742,1.0,,24.836133,121.276692,1428,1,9
桃園市大溪區齋明街24號對面工地,5A-平鎮倉,74450 三六八-大溪,8.0,6.0,335,桃園市大溪區,1,RT20240000011523,1.0,,24.885664,121.270336,1428,1,9
桃園市平鎮區(中壢區)中央路257號,5A-平鎮倉,78160 許建宗,8.0,39.72,320,桃園市中壢區,1,RT20250000013041,1.0,,24.965975,121.187408,1438,1,7
桃園市平鎮區(中壢區)民族路三段275號旁,5A-平鎮倉,76777 ?盈建設-千江墨,8.0,42.13,320,桃園市中壢區,1,RT202500006892,1.0,,24.957781,121.192161,1438,1,7
桃園市平鎮區(中壢區)民族路三段275號旁-補送,5A-平鎮倉,76777 ?盈建設-千江墨,8.0,41.17,320,桃園市中壢區,1,RT202500008109,1.0,,24.958342,121.192669,1438,1,7
桃園市平鎮區(中壢區)環南路二段191巷6弄-CJ18,5A-平鎮倉,69924 世久營造-CJ18標,8.0,56.92,324,桃園市平鎮區,1,RT20230000010604,1.0,,24.940439,121.212083,1435,1,7
桃園市平鎮區中興路平鎮段475號,5A-平鎮倉,75379 峰裕營造-平鎮段,8.0,42.8,324,桃園市平鎮區,1,RT2025000416,1.0,,24.899225,121.193689,1435,1,9
桃園市平鎮區中豐路79巷16號附近,5A-平鎮倉,69924 世久營造-CJ18標,8.0,15.8,324,桃園市平鎮區,1,RT2024000653,1.0,,24.948686,121.21952,1435,1,7
桃園市平鎮區中豐路南勢二段355巷7弄17號對面,5A-平鎮倉,74086 揚碩建設-三興段,8.0,32.3,324,桃園市平鎮區,1,RT20250000012593,1.0,,24.910658,121.211956,1435,1,9
桃園市平鎮區中豐路南勢２段460巷136號對面工地,5A-平鎮倉,66810 匯發-平鎮,16.0,34.6,324,桃園市平鎮區,1,RT20250000013313,1.0,,24.907636,121.205114,1435,2,9
桃園市平鎮區中豐路山頂段2號,5A-平鎮倉,76591 峻鴻營造-中豐路,16.0,35.0,324,桃園市平鎮區,1,RT202500005847,1.0,,24.905933,121.207714,1435,2,9
桃園市平鎮區南京路12巷75號,5A-平鎮倉,77500 鄭自紅,8.0,31.0,324,桃園市平鎮區,1,RT20250000010121,1.0,,24.918864,121.210231,1435,1,9
桃園市平鎮區南豐路261號,5A-平鎮倉,78079 三木營造有限公司,8.0,39.1,324,桃園市平鎮區,1,RT20250000012793,1.0,,24.8996,121.204469,1435,1,9
桃園市平鎮區南豐路261號-追加,5A-平鎮倉,78079 三木營造有限公司,8.0,39.1,324,桃園市平鎮區,1,RT20250000013051,1.0,,24.899827,121.204214,1435,1,9
桃園市平鎮區南豐路550號,5A-平鎮倉,48291 東翊電股份有限公司,8.0,42.5,324,桃園市平鎮區,1,RT202500006733,1.0,,24.898355,121.195244,1435,1,9
桃園市平鎮區大勇街孝順巷36號,5A-平鎮倉,75829 勇泉建設-龍潭,8.0,18.9,324,桃園市平鎮區,1,RT202500002409,1.0,,24.92975,121.223845,1435,1,7
桃園市平鎮區大昌路57巷1號附近工地,5A-平鎮倉,69924 世久營造-CJ18標,8.0,52.8,324,桃園市平鎮區,1,RT2024000655,1.0,,24.939786,121.211269,1435,1,7
桃園市平鎮區天津街151巷口,5A-平鎮倉,75627 麒田營造-碩聯,8.0,34.2,324,桃園市平鎮區,1,RT202500001585,1.0,,24.908494,121.208,1435,1,9
桃園市平鎮區工業一路8號,5A-平鎮倉,75544 泰貿豐營造-平鎮,8.0,38.6,324,桃園市平鎮區,1,RT202500001276,1.0,,24.902872,121.205464,1435,1,9
桃園市平鎮區工業三路6號,5A-平鎮倉,69133 達龍營造-平鎮工業區,16.0,41.55,324,桃園市平鎮區,1,RT20250000010781,1.0,,24.901814,121.200092,1435,2,9
桃園市平鎮區平東路68巷17弄1號旁,5A-平鎮倉,74171 合誠營造-平東段,8.0,55.16,324,桃園市平鎮區,1,RT20250000010831,1.0,,24.918659,121.252014,1435,1,9
桃園市平鎮區平東路一段40號,5A-平鎮倉,73722 萬耀建設-宜家,8.0,63.62,324,桃園市平鎮區,1,RT202400008405,1.0,,24.911497,121.2369,1435,1,9
桃園市平鎮區平東路一段98號-東勢廟後面,5A-平鎮倉,76406 旭晟建設-東勢廟,24.0,49.28,324,桃園市平鎮區,1,RT202500009140,1.0,,24.912217,121.23468,1435,3,9
桃園市平鎮區廣平街1號-復旦國小,5A-平鎮倉,77580 工展營造-復旦國小,8.0,12.2,324,桃園市平鎮區,1,RT20250000010539,1.0,,24.954881,121.207675,1435,1,7
桃園市平鎮區廣德街45號,5A-平鎮倉,69806 建睿-平鎮,8.0,11.8,324,桃園市平鎮區,1,RT20250000012077,1.0,,24.955792,121.205011,1435,1,7
桃園市平鎮區廣東路13號,5A-平鎮倉,70148 桃園市平鎮區廣興里辦公處,8.0,10.7,324,桃園市平鎮區,1,RT202500002008,1.0,,24.955283,121.211672,1435,1,7
桃園市平鎮區廣泰路266號旁工地,5A-平鎮倉,71181 川佑盛建設有限公司,16.0,51.2,324,桃園市平鎮區,1,RT20250000010350,1.0,,24.942708,121.203744,1435,2,7
桃園市平鎮區廣泰路303號,5A-平鎮倉,74957 基利興營造-平鎮浸信會,8.0,51.4,324,桃園市平鎮區,1,RT20240000013722,1.0,,24.942061,121.205519,1435,1,7
桃園市平鎮區廣達街32號旁,5A-平鎮倉,77475 光合建設-銜接#75183 合誠營造,8.0,10.3,324,桃園市平鎮區,1,RT20250000010060,1.0,,24.953439,121.209253,1435,1,7
桃園市平鎮區延平路二段21巷旁,5A-平鎮倉,74295 松幸建設-平鎮,8.0,13.9,324,桃園市平鎮區,1,RT20240000010806,1.0,,24.950167,121.214019,1435,1,7
桃園市平鎮區建安路112巷95號對面,5A-平鎮倉,77060 禾溢建設有限公司,16.0,27.4,324,桃園市平鎮區,1,RT20250000012833,1.0,,24.916314,121.235391,1435,2,9
桃園市平鎮區建安路239巷187號,5A-平鎮倉,76355 合創工程-曾宅工程,8.0,26.6,324,桃園市平鎮區,1,RT20250000011922,1.0,,24.919345,121.234039,1435,1,9
桃園市平鎮區復旦路三段45號旁,5A-平鎮倉,77811 日全股份有限公司,24.0,50.1,324,桃園市平鎮區,1,RT20250000011507,1.0,,24.945208,121.198569,1435,3,7
桃園市平鎮區忠孝路195巷3號旁,5A-平鎮倉,77756 興億營造-忠孝路,8.0,13.3,324,桃園市平鎮區,1,RT20250000011335,1.0,,24.952028,121.212306,1435,1,7
桃園市平鎮區快速路一段77巷67號工地,5A-平鎮倉,77895 森永營造股份有限公司,8.0,72.51,324,桃園市平鎮區,1,RT20250000011764,1.0,,24.896697,121.248986,1435,1,9
桃園市平鎮區快速路二段125巷18之5號-熊熊可麗餅旁宮廟,5A-平鎮倉,75260 天帝新德宮,8.0,22.49,324,桃園市平鎮區,1,RT20250000011990,1.0,,24.908281,121.227909,1435,1,9
桃園市平鎮區快速路與洪圳路口斜對面-電聯帶定位(303檳榔攤),5A-平鎮倉,64564 承銘企業社,8.0,71.03,324,桃園市平鎮區,1,RT202500009806,1.0,,24.899783,121.242825,1435,1,9
桃園市平鎮區承德路2號-711成德門市正對面-CJ18標,5A-平鎮倉,76609 世久營造-CJ18標,8.0,15.8,324,桃園市平鎮區,1,RT202500005946,1.0,,24.948686,121.21952,1435,1,7
"桃園市平鎮區新光路24°56'01.0""N 121°12'16.2""E-CJ18標",5A-平鎮倉,76577 世久營造-CJ18標,8.0,58.5,324,桃園市平鎮區,1,RT202500005813,1.0,,24.93378,121.204622,1435,1,7
桃園市平鎮區新光路3段150-3號-CJ18,5A-平鎮倉,71327 世久營造-CJ18標,8.0,52.6,324,桃園市平鎮區,1,RT20230000013906,1.0,,24.938491,121.210289,1435,1,7
桃園市平鎮區新光路二段9巷72弄-附座標CJ18,5A-平鎮倉,73657 世久營造-CJ18標,8.0,59.2,324,桃園市平鎮區,1,RT202400008169,1.0,,24.935514,121.208086,1435,1,7
桃園市平鎮區新富一街11號對面-CJ18,5A-平鎮倉,69924 世久營造-CJ18標,8.0,50.5,324,桃園市平鎮區,1,RT202400001856,1.0,,24.945491,121.200408,1435,1,7
桃園市平鎮區新富四街&新富一街交叉口,5A-平鎮倉,69924 世久營造-CJ18標,8.0,56.1,324,桃園市平鎮區,1,RT20230000015611,1.0,,24.941977,121.213825,1435,1,7
桃園市平鎮區新富橋619號-附路線圖-CJ18標,5A-平鎮倉,76576 世久營造-CJ18標,8.0,52.6,324,桃園市平鎮區,1,RT202500005811,1.0,,24.938611,121.210083,1435,1,7
桃園市平鎮區新富街198號對面-CJ18,5A-平鎮倉,71326 世久營造-CJ18標,8.0,56.9,324,桃園市平鎮區,1,RT20230000013905,1.0,,24.940358,121.211986,1435,1,7
桃園市平鎮區新富里近平鎮棒球場-附座標CJ18,5A-平鎮倉,73632 世久營造-CJ18標,8.0,14.8,324,桃園市平鎮區,1,RT202400008056,1.0,,24.947277,121.218109,1435,1,7
桃園市平鎮區新興路179巷29弄17號,5A-平鎮倉,77851 張昱翔,8.0,54.3,324,桃園市平鎮區,1,RT20250000013853,1.0,,24.948541,121.208528,1435,1,7
桃園市平鎮區東豐路100巷巷底右轉-山豐國小旁,5A-平鎮倉,77529 友騰景觀-山豐國小,8.0,36.9,324,桃園市平鎮區,1,RT20250000010278,1.0,,24.897997,121.213433,1435,1,9
桃園市平鎮區東龍街579巷-往前340公尺,5A-平鎮倉,75538 宜坤營造-林口,24.0,69.57333333,324,桃園市平鎮區,1,RT202500001264,1.0,,24.891889,121.24628,1435,3,9
桃園市平鎮區游泳路&龍慈路口-陸軍體育館,5A-平鎮倉,76814 壬申-?恩市民中心,16.0,24.6,324,桃園市平鎮區,1,RT202500007010,1.0,,24.928789,121.23543,1435,2,7
桃園市平鎮區游泳路120巷123號對面,5A-平鎮倉,75471 峻崴營造-游泳路,8.0,23.4,324,桃園市平鎮區,1,RT2025000906,1.0,,24.93155,121.231639,1435,1,7
桃園市平鎮區湧安路45號-祥安國小,5A-平鎮倉,77579 工展營造-祥安國小,8.0,40.1,324,桃園市平鎮區,1,RT20250000010538,1.0,,24.893525,121.202608,1435,1,9
桃園市平鎮區營德路54號對面,5A-平鎮倉,62328 東昇營造-龍山營區,8.0,59.92,324,桃園市平鎮區,1,RT20250000013061,1.0,,24.925453,121.237541,1435,1,9
桃園市平鎮區環南路35巷23-31號,5A-平鎮倉,78390 將泰營造-平鎮,8.0,11.2,324,桃園市平鎮區,1,RT20250000014049,1.0,,24.956222,121.20775,1435,1,7
桃園市平鎮區環南路三段35號,5A-平鎮倉,77699 佳晟-環南路,8.0,21.0,324,桃園市平鎮區,1,RT20250000011136,1.0,,24.94023,121.217211,1435,1,7
桃園市平鎮區育達路10號,5A-平鎮倉,77789 雋益開發-廣東段,8.0,13.1,324,桃園市平鎮區,1,RT20250000011440,1.0,,24.951922,121.213528,1435,1,7
桃園市平鎮區興埔路275號,5A-平鎮倉,75998 睿騏營造-平鎮,8.0,20.2,324,桃園市平鎮區,1,RT202500003065,1.0,,24.935161,121.218289,1435,1,7
桃園市平鎮區興隆路118號,5A-平鎮倉,77126 官宏檳營造-平鎮區,8.0,44.1,324,桃園市平鎮區,1,RT202500008551,1.0,,24.902831,121.190425,1435,1,0
桃園市平鎮區賦梅北路255之1號,5A-平鎮倉,76060 巨穎建設-賦梅北路,8.0,49.2,324,桃園市平鎮區,1,RT202500003546,1.0,,24.938666,121.194616,1435,1,7
桃園市平鎮區賦梅北路493號-停車場,5A-平鎮倉,75999 尚錡營造-彭素櫻停車場,8.0,48.6,324,桃園市平鎮區,1,RT20250000013717,1.0,,24.934608,121.193016,1435,1,0
桃園市平鎮區金陵路七段406巷對面空地,5A-平鎮倉,77707 富泉營造-先磊科技,8.0,67.76,324,桃園市平鎮區,1,RT20250000011176,1.0,,24.89333,121.237552,1435,1,9
桃園市平鎮區金陵路二段268號,5A-平鎮倉,71813 智原有限公司,8.0,22.2,324,桃園市平鎮區,1,RT20250000013058,1.0,,24.937286,121.224259,1435,1,7
桃園市平鎮區金陵路四段-電聯帶定位,5A-平鎮倉,73674 上溢營造-平鎮,16.0,61.88,324,桃園市平鎮區,1,RT202400008229,1.0,,24.919595,121.229864,1435,2,9
桃園市平鎮區金龍路271號,5A-平鎮倉,75416 東鐿營造-金龍路,24.0,66.09666667,324,桃園市平鎮區,1,RT202500004962,1.0,,24.895411,121.231198,1435,3,9
桃園市平鎮區金龍路299號旁農地(工務所),5A-平鎮倉,75416 東鐿營造-金龍路,8.0,66.13,324,桃園市平鎮區,1,RT2025000571,1.0,,24.894972,121.231139,1435,1,9
桃園市平鎮區金龍路491巷54號,5A-平鎮倉,74202 大穎建設-龍潭,16.0,66.78,324,桃園市平鎮區,1,RT20250000013305,1.0,,24.890386,121.232853,1435,2,9
桃園市平鎮區開封街58號旁工地,5A-平鎮倉,78396 羅傑土木包-平鎮段1068-6地號,8.0,33.5,324,桃園市平鎮區,1,RT20250000014062,1.0,,24.910031,121.204397,1435,1,9
桃園市平鎮區開封街68號工地,5A-平鎮倉,77519 富羿營造-開封街68號,8.0,33.6,324,桃園市平鎮區,1,RT20250000010231,1.0,,24.91055,121.204147,1435,1,9
桃園市平鎮區關爺西路38巷18弄17號,5A-平鎮倉,77005 農騰土木-平鎮區,8.0,18.0,324,桃園市平鎮區,1,RT20250000013010,1.0,,24.930356,121.216558,1435,1,7
桃園市平鎮區龍南路688號,5A-平鎮倉,77896 688KTV-龍南路,8.0,54.32,324,桃園市平鎮區,1,RT20250000011763,1.0,,24.915361,121.255592,1435,1,9
桃園市平鎮區龍江路66號對面,5A-平鎮倉,77043 吉富-霄裡段741地號,24.0,57.19,324,桃園市平鎮區,1,RT202500007911,1.0,,24.930411,121.258111,1435,3,9
桃園市新屋區三民路529號旁巷子,5A-平鎮倉,75165 煜承營造-新屋,8.0,26.81,327,桃園市新屋區,1,RT20250000013693,1.0,,24.971,121.099083,1460,1,0
桃園市新屋區三民路605巷89號旁,5A-平鎮倉,78277 鍍克營造-新屋區,8.0,26.41,327,桃園市新屋區,1,RT20250000013523,1.0,,24.972009,121.097955,1460,1,0
桃園市新屋區中山西路一段173巷43弄88號(艾力豪幼兒園),5A-平鎮倉,73907 堉霖建設-新屋中山西路,8.0,25.87,327,桃園市新屋區,1,RT202500009006,1.0,,24.973586,121.093866,1460,1,0
桃園市新屋區中興北路207號旁工務所,5A-平鎮倉,77869 威揚建設-新屋區,16.0,28.315,327,桃園市新屋區,1,RT20250000012200,1.0,,24.976934,121.104717,1460,2,0
桃園市新屋區中興北路207號旁工務所-追加,5A-平鎮倉,77869 威揚建設-新屋區,8.0,28.31,327,桃園市新屋區,1,RT20250000014075,1.0,,24.976945,121.104747,1460,1,0
桃園市新屋區保安路333巷21弄58號隔壁,5A-平鎮倉,74424 慶源營造-昊司大坡段,8.0,75.53,327,桃園市新屋區,1,RT20240000011374,1.0,,24.968831,121.050036,1460,1,12
桃園市新屋區保安路一段177巷(永安國小圍牆右轉巷內約500公尺),5A-平鎮倉,75068 成莊廣告-新屋,16.0,91.16,327,桃園市新屋區,1,RT20250000013361,1.0,,24.992069,121.042086,1460,2,12
桃園市新屋區台61縣301號附近-附地標,5A-平鎮倉,77344 憶泰營造-台61縣,8.0,81.72,327,桃園市新屋區,1,RT202500009405,1.0,,24.976178,121.017853,1460,1,12
桃園市新屋區埔頂二路298巷33弄(活力農場),5A-平鎮倉,76920 德尊建設-埔頂二路,8.0,36.07,327,桃園市新屋區,1,RT202500007410,1.0,,24.954569,121.105336,1460,1,0
"桃園市新屋區後湖路24°59'05.4""N 121°04'56.8""E(東興路區)",5A-平鎮倉,76491 勤本建設-後湖路,18.0,21.92,327,桃園市新屋區,1,RT202500005633,1.0,,24.985019,121.08212,1460,3,13
桃園市新屋區快速路六段旁-附座標,5A-平鎮倉,75672 泰賀營造-新屋,16.0,67.84,327,桃園市新屋區,1,RT202500001702,1.0,,24.964906,121.134622,1460,2,0
桃園市新屋區文學路580號(3號咖啡),5A-平鎮倉,76682 鈞悠股份-銜接#74214,8.0,84.13,327,桃園市新屋區,1,RT20250000010039,1.0,,24.973911,121.016825,1460,1,12
桃園市新屋區新文路480號旁,5A-平鎮倉,74844 春越營造-新屋啟文段,8.0,30.77,327,桃園市新屋區,1,RT20240000013212,1.0,,24.97677,121.113733,1460,1,0
桃園市新屋區新文路560號,5A-平鎮倉,73649 愷侖-新文路,8.0,30.59,327,桃園市新屋區,1,RT202400008124,1.0,,24.977934,121.113819,1460,1,0
桃園市新屋區新洲路82號對面,5A-平鎮倉,75063 耀荃建設-新洲路,16.0,55.48,327,桃園市新屋區,1,RT20250000013349,1.0,,24.962172,121.148102,1460,2,0
桃園市新屋區新湖路105巷20號-隔壁,5A-平鎮倉,76260 相宇工程-新屋15間段,8.0,66.12,327,桃園市新屋區,1,RT202500004204,1.0,,24.945358,121.047105,1460,1,12
桃園市新屋區新湖路12號-附地標-電聯定位(望間里8鄰),5A-平鎮倉,77450 豐琦營造-新屋區,8.0,65.44,327,桃園市新屋區,1,RT202500009974,1.0,,24.944816,121.042266,1460,1,12
桃園市新屋區新湖路485巷16弄208號旁(河川、池塘),5A-平鎮倉,76371 嘉垣建設-大坡段,8.0,67.52,327,桃園市新屋區,1,RT202500004881,1.0,,24.956311,121.046841,1460,1,12
桃園市新屋區新生三街88號旁工地,5A-平鎮倉,76442 建睿工程-新生三街,8.0,27.91,327,桃園市新屋區,1,RT20250000012075,1.0,,24.975595,121.104867,1460,1,0
桃園市新屋區新生二街11號,5A-平鎮倉,70626 展昇營造-新屋,8.0,27.78,327,桃園市新屋區,1,RT20250000010765,1.0,,24.974714,121.104389,1460,1,0
桃園市新屋區新華路1段511巷46號,5A-平鎮倉,72672 清竹建設,16.0,46.53,327,桃園市新屋區,1,RT202500003504,1.0,,24.995247,121.111211,1460,2,13
桃園市新屋區新華路一段37巷-附地標,5A-平鎮倉,78306 中鼎營造事業-新屋區龍安工程,8.0,43.19,327,桃園市新屋區,1,RT20250000013629,1.0,,24.986366,121.106072,1460,1,13
桃園市新屋區東興路1800巷79號斜對面(藻礁區),5A-平鎮倉,69352 赫鴻工程-新屋,8.0,95.18,327,桃園市新屋區,1,RT20250000011967,1.0,,25.015333,121.035522,1460,1,13
桃園市新屋區東興路一段752巷60號附近工地,5A-平鎮倉,73494 勤本建設-新屋,8.0,23.06,327,桃園市新屋區,1,RT202500007300,1.0,,24.988422,121.074953,1460,1,13
桃園市新屋區梅高路三段97號(老K),5A-平鎮倉,73323 祥瑞營造-歐樂麗,8.0,64.4,327,桃園市新屋區,1,RT202400006880,1.0,,24.953597,121.147,1460,1,0
桃園市新屋區民族路六段649號,5A-平鎮倉,77714 鴻成環保-外勞使用,22.0,55.98,327,桃園市新屋區,3,RT20250000011230,1.0,,24.964725,121.15095,1460,2,0
桃園市新屋區民有二路2段-附座標,5A-平鎮倉,67009 宸樂工程行,8.0,78.09,327,桃園市新屋區,1,RT20250000010336,1.0,,24.962075,121.037689,1460,1,12
桃園市新屋區永田路到底工地,5A-平鎮倉,73625 駿踴建設-新屋永田,8.0,89.83,327,桃園市新屋區,1,RT202500007440,1.0,,24.985997,121.045966,1460,1,12
桃園市新屋區永福路686號旁工地,5A-平鎮倉,63445 永豐餘工業,8.0,87.52,327,桃園市新屋區,1,RT20240000010493,1.0,,24.98473,121.0334,1460,1,12
桃園市新屋區清文路277號,5A-平鎮倉,70701 城喜建設有限公司,16.0,30.81,327,桃園市新屋區,1,RT20250000010837,1.0,,24.976661,121.1141,1460,2,0
桃園市新屋區清文路50巷,5A-平鎮倉,74282 大丞土木-新屋啟文段,8.0,51.17,327,桃園市新屋區,1,RT202500009860,1.0,,24.972628,121.11927,1460,1,0
桃園市新屋區清華一街299號,5A-平鎮倉,76660 憶泰營造-清華一街,8.0,50.46,327,桃園市新屋區,1,RT202500006238,1.0,,24.968998,121.117186,1460,1,0
桃園市新屋區清華路50巷,5A-平鎮倉,75749 和悅建設有限公司,8.0,52.83,327,桃園市新屋區,1,RT202500007154,1.0,,24.973842,121.13272,1460,1,0
"桃園市新屋區清華路50巷24.973982,121.1325892,39",5A-平鎮倉,75749 和悅建設有限公司,8.0,52.81,327,桃園市新屋區,1,RT202500002056,1.0,,24.973806,121.1326,1460,1,0
桃園市新屋區清華里北勢41之22號旁,5A-平鎮倉,74193 康捷建設-新屋,32.0,29.4125,327,桃園市新屋區,1,RT20250000010820,1.0,,24.983689,121.111814,1460,4,0
桃園市新屋區社子路&社子路252巷交叉口,5A-平鎮倉,73851 虹橋營造-億凱企業,8.0,38.67,327,桃園市新屋區,1,RT20250000010841,1.0,,24.961219,121.086841,1460,1,0
桃園市新屋區社子路136號對面,5A-平鎮倉,75197 匯發營造-社子路,32.0,38.545,327,桃園市新屋區,1,RT202500001219,1.0,,24.960586,121.088091,1460,4,0
桃園市新屋區社福路501巷,5A-平鎮倉,76046 欣亞營造-方元雙星,16.0,72.055,327,桃園市新屋區,1,RT202500004773,1.0,,24.958964,121.074095,1460,2,12
"桃園市新屋區社福路501巷24°57'32.1""N 121°04'27.7""E",5A-平鎮倉,76046 欣亞營造-方元雙星,16.0,72.07,327,桃園市新屋區,1,RT202500003226,1.0,,24.958975,121.0744,1460,2,12
桃園市新屋區社福路713巷-電聯定位,5A-平鎮倉,77806 得皇企業社,8.0,71.11,327,桃園市新屋區,1,RT20250000011539,1.0,,24.962064,121.067742,1460,1,12
桃園市新屋區社福路915號旁圍籬工地,5A-平鎮倉,78205 茂琳營造-,8.0,73.43,327,桃園市新屋區,1,RT20250000013245,1.0,,24.963942,121.063756,1460,1,12
桃園市新屋區福德街109號旁,5A-平鎮倉,75437 峰裕營造-新屋,8.0,32.02,327,桃園市新屋區,1,RT2025000742,1.0,,24.972134,121.104419,1460,1,0
桃園市新屋區福隆路一段-附座標,5A-平鎮倉,74719 宸?開發-新屋,16.0,69.675,327,桃園市新屋區,1,RT20250000012064,1.0,,24.954367,121.058406,1460,2,12
桃園市新屋區長祥路837號,5A-平鎮倉,75235 朝陽營造-新屋,8.0,33.79,327,桃園市新屋區,1,RT20250000011553,1.0,,24.961544,121.115311,1460,1,0
