Node_ID,Lat,Lon,Depot_Raw,Depot_Code,Depot_Name,Address,County,Service_Time,weekly_1,weekly_2,Freq,Order_Count,order_id,Original_ID,Nearest_Anchor,Anchor_Dist_KM
N_24.76076_120.99148,24.76076,120.99148,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街110號-會分散擺放-環南上料場,新竹縣,16.0,1,0,,2,RT202500007810|RT202500007810,,楊梅交流道,23.114
N_24.76092_120.99869,24.76092,120.99869,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉三峰路2段104巷,新竹縣,48.0,1,0,,6,RT20240000014856|RT20240000014856|RT20240000014857|RT20240000014857|RT20240000014857|RT20240000014856,,楊梅交流道,22.516
N_24.76103_120.98806,24.76103,120.98806,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉環南路101號斜對面,新竹縣,16.0,1,0,,2,RT202500006161|RT202500006980,,楊梅交流道,23.376
N_24.76132_120.99069,24.76132,120.99069,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街110號-會分散擺放-環南下料場,新竹縣,16.0,1,0,,2,RT202500007811|RT202500007811,,楊梅交流道,23.137
N_24.76186_121.00114,24.76186,121.00114,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街101號隔壁,新竹縣,32.0,1,0,,4,RT20250000012783|RT20250000012783|RT20250000012783|RT20250000012783,,楊梅交流道,22.247
N_24.76193_121.00095,24.76193,121.00095,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街105號-亞東氣體,新竹縣,8.0,1,0,,1,RT2025000920,,楊梅交流道,22.257
N_24.76252_120.99029,24.76252,120.99029,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街110號-會分散擺放-湳坑料場,新竹縣,16.0,1,0,,2,RT202500007807|RT202500007807,,楊梅交流道,23.081
N_24.76552_121.05537,24.76552,121.05537,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹東鎮學府路93號對面,新竹縣,8.0,1,0,,1,RT20250000012832,,楊梅交流道,18.05
N_24.7673_120.98337,24.7673,120.98337,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉環北路303號,新竹縣,8.0,1,0,,1,RT20250000010144,,楊梅交流道,23.319
N_24.76732_120.98872,24.76732,120.98872,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉雙豐二街附近工地,新竹縣,8.0,1,0,,1,RT20250000013716,,楊梅交流道,22.863
N_24.76735_121.00063,24.76735,121.00063,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅三街66旁,新竹縣,16.0,1,0,,2,RT202500007727|RT202500007727,,楊梅交流道,21.871
N_24.76764_120.99768,24.76764,120.99768,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街110號-會分散擺放-雙園料場,新竹縣,32.0,1,0,,4,RT202500007812|RT202500007812|RT202500007812|RT202500007812,,楊梅交流道,22.091
N_24.76882_120.99605,24.76882,120.99605,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉雙園路二段39號,新竹縣,24.0,1,0,,3,RT202500007249|RT202500007249|RT202500007249,,楊梅交流道,22.139
N_24.76902_120.99332,24.76902,120.99332,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉大雅一街110號-會分散擺放-環北料場,新竹縣,32.0,1,0,,4,RT202500007808|RT202500007808|RT202500007808|RT202500007808,,楊梅交流道,22.352
N_24.7726_121.00428,24.7726,121.00428,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉工業東九路,新竹縣,16.0,1,0,,2,RT202500006089|RT202500006089,,楊梅交流道,21.178
N_24.77516_120.98954,24.77516,120.98954,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣寶山鄉研新一路8號-新竹市科學園區,新竹縣,8.0,1,0,,1,RT20250000013692,,楊梅交流道,22.237
N_24.77602_121.07545,24.77602,121.07545,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉文德路5號-星巴克芎林文德門市,新竹縣,8.0,1,0,,1,RT20250000012074,,楊梅交流道,15.89
N_24.77624_121.07262,24.77624,121.07262,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉富林路三段400號,新竹縣,8.0,1,0,,1,RT20250000011883,,楊梅交流道,16.025
N_24.7776_121.0704,24.7776,121.0704,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉富林路三段501巷7號隔壁工地,新竹縣,8.0,1,0,,1,RT202500007127,,楊梅交流道,16.022
N_24.77956_121.07627,24.77956,121.07627,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉光明路50號旁,新竹縣,8.0,1,0,,1,RT202500002223,,楊梅交流道,15.503
N_24.7814_121.03103,24.7814,121.03103,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹東鎮竹中路186號附近-火車站對面),新竹縣,8.0,1,0,,1,RT20250000013331,,楊梅交流道,18.367
N_24.7823_121.06947,24.7823,121.06947,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉綠獅五街250巷口,新竹縣,8.0,1,0,,1,RT202500005876,,楊梅交流道,15.634
N_24.78235_121.07294,24.78235,121.07294,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉綠獅一街57號,新竹縣,8.0,1,0,,1,RT202500007476,,楊梅交流道,15.425
N_24.78275_121.0747,24.78275,121.0747,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉綠獅三街9巷7號,新竹縣,8.0,1,0,,1,RT202500008257,,楊梅交流道,15.286
N_24.78744_121.18259,24.78744,121.18259,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮育賢街128巷5號對面,新竹縣,8.0,1,0,,1,RT202500007382,,楊梅交流道,13.24
N_24.7878_121.18327,24.7878,121.18327,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮東安里6鄰大德街135號旁,新竹縣,8.0,1,0,,1,RT20250000013708,,楊梅交流道,13.226
N_24.78789_121.18208,24.78789,121.18208,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮育賢街128巷5號對面,新竹縣,16.0,1,0,,2,RT202500008771|RT202500008771,,楊梅交流道,13.175
N_24.78934_121.06795,24.78934,121.06795,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉三民路279號,新竹縣,8.0,1,0,,1,RT20250000011504,,楊梅交流道,15.079
N_24.79127_121.0649,24.79127,121.0649,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉金獅六街141號旁,新竹縣,8.0,1,0,,1,RT202500008857,,楊梅交流道,15.101
N_24.79248_121.18555,24.79248,121.18555,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮育賢街51號對面,新竹縣,16.0,1,0,,2,RT202500004854|RT202500004854,,楊梅交流道,12.82
N_24.7946_121.0857,24.7946,121.0857,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣芎林鄉文德路570巷-附地標,新竹縣,8.0,1,0,,1,RT20250000013463,,楊梅交流道,13.535
N_24.7955_121.17016,24.7955,121.17016,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮北平路488號-健康宅,新竹縣,32.0,1,0,,4,RT20250000013755|RT20250000013755|RT20250000013755|RT20250000013755,,楊梅交流道,12.006
N_24.8016_121.03898,24.8016,121.03898,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市六家五路與高鐵六路交岔口,新竹縣,8.0,1,0,,1,RT202500009010,,楊梅交流道,16.164
N_24.80167_121.04022,24.80167,121.04022,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口七街52號隔壁工地,新竹縣,8.0,1,0,,1,RT202500008942,,楊梅交流道,16.058
N_24.80204_121.03416,24.80204,121.03416,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口二路12巷60號隔壁,新竹縣,8.0,1,0,,1,RT202500009735,,楊梅交流道,16.527
N_24.80221_121.01528,24.80221,121.01528,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣東區水利路46巷100號附近,新竹縣,8.0,1,0,,1,RT202500007387,,楊梅交流道,18.137
N_24.80256_121.04083,24.80256,121.04083,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口三街&高鐵八路交叉口,新竹縣,32.0,1,0,,4,RT202500005290|RT202500005290|RT202500005290|RT202500005290,,楊梅交流道,15.941
N_24.80276_121.04092,24.80276,121.04092,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口三街&高鐵八路交叉口,新竹縣,16.0,1,0,,2,RT202500004792|RT202500004792,,楊梅交流道,15.919
N_24.80302_121.04029,24.80302,121.04029,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口三街&高鐵八路交叉口,新竹縣,8.0,1,0,,1,RT20250000012493,,楊梅交流道,15.95
N_24.80307_121.04389,24.80307,121.04389,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口二路382號對面工地,新竹縣,24.0,1,0,,3,RT20250000012914|RT20250000012914|RT20250000012914,,楊梅交流道,15.656
N_24.80308_121.04588,24.80308,121.04588,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市生醫路二段150號(隔壁工地),新竹縣,24.0,1,0,,3,RT202500008070|RT202500008070|RT202500008070,,楊梅交流道,15.497
N_24.80344_121.03385,24.80344,121.03385,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口六街57號旁,新竹縣,8.0,1,0,,1,RT202500002462,,楊梅交流道,16.45
N_24.80402_121.15418,24.80402,121.15418,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮茅子埔18-19號對面,新竹縣,8.0,1,0,,1,RT202500004583,,楊梅交流道,10.788
N_24.80418_121.03696,24.80418,121.03696,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵二路156號工地,新竹縣,8.0,1,0,,1,RT20250000012570,,楊梅交流道,16.137
N_24.8045_121.04194,24.8045,121.04194,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市文興路二段360號,新竹縣,8.0,1,0,,1,RT202500004123,,楊梅交流道,15.704
N_24.80485_121.04141,24.80485,121.04141,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口一街&高鐵八路交叉口,新竹縣,16.0,1,0,,2,RT20250000012942|RT20250000012942,,楊梅交流道,15.721
N_24.80495_121.04799,24.80495,121.04799,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市生醫五路15巷18號旁工地,新竹縣,8.0,1,0,,1,RT20250000011601,,楊梅交流道,15.184
N_24.80499_121.09281,24.80499,121.09281,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮內立坑街501巷,新竹縣,8.0,1,0,,1,RT202500007178,,楊梅交流道,12.143
N_24.80546_121.05028,24.80546,121.05028,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市東興路１段839號-東海國小,新竹縣,32.0,1,0,,4,RT202500003517|RT202500003517|RT202500003517|RT202500007799,,楊梅交流道,14.964
N_24.80568_121.03806,24.80568,121.03806,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵三路隘口一街路口-高鐵派出所正後方,新竹縣,68.0,1,0,,4,RT20250000012786|RT202500006867|RT202500008135|RT20250000012377,,楊梅交流道,15.935
N_24.80569_121.03803,24.80569,121.03803,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵三路隘口一街路口-高鐵派出所正後方,新竹縣,34.0,1,0,,2,RT202500005451|RT202500005451,,楊梅交流道,15.937
N_24.80575_121.03786,24.80575,121.03786,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口一街70號,新竹縣,16.0,1,0,,2,RT202400008612|RT202400008612,,楊梅交流道,15.947
N_24.80585_121.03741,24.80585,121.03741,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市隘口一街70號,新竹縣,13.0,1,0,,1,RT20250000013910,,楊梅交流道,15.977
N_24.80588_121.03516,24.80588,121.03516,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉政九街31號旁-隘興段565地號,新竹縣,8.0,1,0,,1,RT20250000013682,,楊梅交流道,16.163
N_24.80619_121.03929,24.80619,121.03929,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵七路6號旁,新竹縣,8.0,1,0,,1,RT202500003252,,楊梅交流道,15.796
N_24.80641_121.0395,24.80641,121.0395,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵七路6號旁,新竹縣,8.0,1,0,,1,RT20240000011600,,楊梅交流道,15.762
N_24.80757_121.04257,24.80757,121.04257,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵八路(十三甲伯公廟旁工地),新竹縣,32.0,1,0,,4,RT202500005543|RT202500005543|RT202500005543|RT202500005543,,楊梅交流道,15.422
N_24.80785_121.02858,24.80785,121.02858,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市六家五路一段241號,新竹縣,8.0,1,0,,1,RT20250000011067,,楊梅交流道,16.587
N_24.80807_121.03452,24.80807,121.03452,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉興路498號旁工地,新竹縣,8.0,1,0,,1,RT20250000013906,,楊梅交流道,16.06
N_24.80834_121.02741,24.80834,121.02741,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市六家五路一段218號,新竹縣,8.0,1,0,,1,RT20250000011786,,楊梅交流道,16.655
N_24.80848_121.04187,24.80848,121.04187,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵八路(十三甲伯公廟旁工地),新竹縣,64.0,1,0,,8,RT202400004423|RT202400004423|RT202400004426|RT202400004426|RT202400004423|RT202400004423|RT202400004426|RT202400004426,,楊梅交流道,15.413
N_24.80926_121.03657,24.80926,121.03657,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市復興二路與嘉豐11路交叉口,新竹縣,16.0,1,0,,2,RT20250000014005|RT20250000014005,,楊梅交流道,15.801
N_24.80978_121.04198,24.80978,121.04198,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵七路&&光明六路東二段(高鐵前),新竹縣,8.0,1,0,,1,RT20250000010258,,楊梅交流道,15.308
N_24.80997_121.042,24.80997,121.042,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市高鐵七路&&光明六路東二段(高鐵前),新竹縣,16.0,1,0,,2,RT202500001035|RT202500001035,,楊梅交流道,15.292
N_24.81101_121.02567,24.81101,121.02567,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市六家一路一段60號旁,新竹縣,8.0,1,0,,1,RT202500007495,,楊梅交流道,16.628
N_24.81165_121.03241,24.81165,121.03241,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉豐七街101號旁工地,新竹縣,8.0,1,0,,1,RT20250000011516,,楊梅交流道,15.992
N_24.81166_121.02964,24.81166,121.02964,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市復興六路59號,新竹縣,8.0,1,0,,1,RT202500006185,,楊梅交流道,16.234
N_24.81187_121.03258,24.81187,121.03258,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市復興二路&嘉豐七街交叉口,新竹縣,8.0,1,0,,1,RT20230000015264,,楊梅交流道,15.962
N_24.81305_121.02061,24.81305,121.02061,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市自強五路與成功12街交叉口,新竹縣,16.0,1,0,,2,RT20250000011699|RT20250000011699,,楊梅交流道,16.95
N_24.81352_121.03186,24.81352,121.03186,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉豐六路1段39號旁,新竹縣,8.0,1,0,,1,RT202500008764,,楊梅交流道,15.912
N_24.81424_121.05238,24.81424,121.05238,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市東海一街附近350公尺圍籬內警衛亭旁-電聯,新竹縣,8.0,1,0,,1,RT202500005055,,楊梅交流道,14.119
N_24.81527_121.03086,24.81527,121.03086,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉豐三街302號-繩索公園,新竹縣,16.0,1,0,,2,RT20250000013837|RT20250000013837,,楊梅交流道,15.884
N_24.8154_121.01698,24.8154,121.01698,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市莊敬南路201號對面-新竹縣立總圖書館,新竹縣,16.0,1,0,,2,RT20250000011189|RT20250000011189,,楊梅交流道,17.135
N_24.81608_121.02596,24.81608,121.02596,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉興路120號,新竹縣,8.0,1,0,,1,RT2025000764,,楊梅交流道,16.271
N_24.81621_121.02348,24.81621,121.02348,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市成功七街272號旁(聯森公園)-1F,新竹縣,8.0,1,0,,1,RT20250000012849,,楊梅交流道,16.488
N_24.81704_121.02197,24.81704,121.02197,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市成功七街162號,新竹縣,8.0,1,0,,1,RT20250000011381,,楊梅交流道,16.574
N_24.81834_121.02044,24.81834,121.02044,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市成功六街83號旁工地,新竹縣,8.0,1,0,,1,RT20250000011566,,楊梅交流道,16.635
N_24.81862_121.0238,24.81862,121.0238,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市成功五街85號旁,新竹縣,8.0,1,0,,1,RT2025000319,,楊梅交流道,16.308
N_24.81946_121.01577,24.81946,121.01577,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市成功八路1號,新竹縣,16.0,1,0,,2,RT20250000010120|RT20250000010120,,楊梅交流道,17.004
N_24.8217_121.01249,24.8217,121.01249,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市福興路733號,新竹縣,8.0,1,0,,1,RT202500007165,,楊梅交流道,17.185
N_24.82197_121.03357,24.82197,121.03357,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市勝利七街2段94號,新竹縣,8.0,1,0,,1,RT20240000014979,,楊梅交流道,15.204
N_24.82266_121.01477,24.82266,121.01477,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市光明九路3號旁工地,新竹縣,8.0,1,0,,1,RT20250000010169,,楊梅交流道,16.913
N_24.82387_121.03684,24.82387,121.03684,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉興五街&十興五街交叉口,新竹縣,8.0,1,0,,1,RT202500008743,,楊梅交流道,14.785
N_24.82404_121.03295,24.82404,121.03295,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市嘉興一街與十興一街交叉口,新竹縣,8.0,1,0,,1,RT20250000012631,,楊梅交流道,15.129
N_24.82467_121.06464,24.82467,121.06464,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮文山路亞東段-附座標,新竹縣,8.0,1,0,,1,RT20250000013397,,楊梅交流道,12.335
N_24.82498_121.06857,24.82498,121.06857,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮田新路741號對面(鳳山溪河濱運動公園),新竹縣,8.0,1,0,,1,RT202500001224,,楊梅交流道,11.997
N_24.82671_121.04208,24.82671,121.04208,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮文華路92號-黎頭山營區,新竹縣,16.0,1,0,,2,RT202500009142|RT202500009142,,楊梅交流道,14.129
N_24.82681_120.99154,24.82681,120.99154,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中華路1巷100號-自行定位-附定位照,新竹縣,8.0,1,0,,1,RT20250000011357,,楊梅交流道,18.968
N_24.82707_121.0725,24.82707,121.0725,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮和平街311號,新竹縣,8.0,1,0,,1,RT202500009373,,楊梅交流道,11.524
N_24.8274_121.00759,24.8274,121.00759,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市縣政十一街37號(隔壁鐵皮屋）,新竹縣,8.0,1,0,,1,RT202400008841,,楊梅交流道,17.349
N_24.82796_121.07866,24.82796,121.07866,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮中正路386號,新竹縣,8.0,1,0,,1,RT20240000010896,,楊梅交流道,10.98
N_24.82836_121.05643,24.82836,121.05643,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮文山路亞東段369號,新竹縣,32.0,1,0,,4,RT202500007916|RT202500007916|RT202500007916|RT202500007916,,楊梅交流道,12.751
N_24.82842_121.02836,24.82842,121.02836,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市勝利十三街21號,新竹縣,16.0,1,0,,2,RT20250000011879|RT20250000011879,,楊梅交流道,15.292
N_24.82868_121.00224,24.82868,121.00224,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市光明八街122號對面,新竹縣,8.0,1,0,,1,RT202500007494,,楊梅交流道,17.811
N_24.82872_121.00561,24.82872,121.00561,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市光明八街28號&縣政十三路工地,新竹縣,8.0,1,0,,1,RT20250000011881,,楊梅交流道,17.475
N_24.82892_121.16708,24.82892,121.16708,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣關西鎮東平里大東坑66-2號,新竹縣,16.0,1,0,,2,RT20250000010942|RT20250000010942,,楊梅交流道,8.332
N_24.82927_121.03587,24.82927,121.03587,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮褒忠路91號(檸檬樹幼兒園對面工地),新竹縣,8.0,1,0,,1,RT202400007370,,楊梅交流道,14.537
N_24.82942_121.03592,24.82942,121.03592,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮褒忠路91號(檸檬樹幼兒園對面工地),新竹縣,8.0,1,0,,1,RT202400003338,,楊梅交流道,14.524
N_24.82988_121.00797,24.82988,121.00797,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市縣政十二街46巷5號旁工地,新竹縣,8.0,1,0,,1,RT202500008813,,楊梅交流道,17.183
N_24.8302_121.00123,24.8302,121.00123,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中華路145號旁,新竹縣,8.0,1,0,,1,RT202500002876,,楊梅交流道,17.836
N_24.83022_121.02346,24.83022,121.02346,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市十興路291號,新竹縣,16.0,1,0,,2,RT20250000013946|RT20250000013946,,楊梅交流道,15.656
N_24.8306_120.99876,24.8306,120.99876,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市光明十一路86巷,新竹縣,8.0,1,0,,1,RT20250000012809,,楊梅交流道,18.064
N_24.8307_121.02546,24.8307,121.02546,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市十興路291號-緯創-A5-聯發廠,新竹縣,16.0,1,0,,2,RT202500009639|RT202500009639,,楊梅交流道,15.437
N_24.83188_121.00458,24.83188,121.00458,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市縣政16街169號旁,新竹縣,8.0,1,0,,1,RT202500006990,,楊梅交流道,17.42
N_24.83254_121.01211,24.83254,121.01211,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市建國街58號,新竹縣,8.0,1,0,,1,RT202500006379,,楊梅交流道,16.64
N_24.83328_121.00998,24.83328,121.00998,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市建國街150號旁,新竹縣,8.0,1,0,,1,RT20250000010209,,楊梅交流道,16.814
N_24.83339_120.99997,24.83339,120.99997,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市光明六路上-新崙公園-附地標,新竹縣,32.0,1,0,,4,RT20250000013826|RT20250000013826|RT20250000013826|RT20250000013826,,楊梅交流道,17.81
N_24.83344_121.03043,24.83344,121.03043,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮福祿二街63號旁,新竹縣,8.0,1,0,,1,RT20250000013285,,楊梅交流道,14.808
N_24.83467_121.03131,24.83467,121.03131,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮福祿七街21號對面,新竹縣,8.0,1,0,,1,RT20250000012827,,楊梅交流道,14.655
N_24.83574_121.03254,24.83574,121.03254,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮福祿八街&福祿十街交叉口,新竹縣,8.0,1,0,,1,RT20240000012588,,楊梅交流道,14.477
N_24.83598_121.01606,24.83598,121.01606,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市文化街-竹仁公園-附地標,新竹縣,32.0,1,0,,4,RT20250000013830|RT20250000013830|RT20250000013830|RT20250000013830,,楊梅交流道,16.076
N_24.83743_121.10242,24.83743,121.10242,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣新埔鎮新龍路98巷33弄10號  （旭源工廠）,新竹縣,8.0,1,0,,1,RT20250000011001,,楊梅交流道,8.512
N_24.83744_121.01396,24.83744,121.01396,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市文化街176號旁,新竹縣,8.0,1,0,,1,RT202500001616,,楊梅交流道,16.214
N_24.83759_121.01303,24.83759,121.01303,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市文化街211號,新竹縣,8.0,1,0,,1,RT202500006450,,楊梅交流道,16.3
N_24.8377_121.0052,24.8377,121.0052,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中華路360號,新竹縣,8.0,1,0,,1,RT20250000012778,,楊梅交流道,17.083
N_24.83834_121.00795,24.83834,121.00795,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市新泰路71巷7號對面,新竹縣,16.0,1,0,,2,RT20230000012009|RT20230000012009,,楊梅交流道,16.776
N_24.83907_120.99616,24.83907,120.99616,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市華興五街150號正對面,新竹縣,8.0,1,0,,1,RT202500009372,,楊梅交流道,17.945
N_24.83974_121.00813,24.83974,121.00813,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市新泰路102號旁工地,新竹縣,8.0,1,0,,1,RT202500006716,,楊梅交流道,16.694
N_24.84068_120.99583,24.84068,120.99583,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市新國街100號對面,新竹縣,8.0,1,0,,1,RT20250000010212,,楊梅交流道,17.911
N_24.84168_121.01968,24.84168,121.01968,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市環北路一段269巷10號旁,新竹縣,32.0,1,0,,4,RT20250000013705|RT20250000013705|RT20250000013705|RT20250000013705,,楊梅交流道,15.438
N_24.84242_121.01534,24.84242,121.01534,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中山路416號,新竹縣,16.0,1,0,,2,RT202500001580|RT202500001580,,楊梅交流道,15.842
N_24.84252_120.99456,24.84252,120.99456,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中正西路375巷&新生街交叉口,新竹縣,8.0,1,0,,1,RT20240000013032,,楊梅交流道,17.967
N_24.843_121.01515,24.843,121.01515,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市中山路416號,新竹縣,24.0,1,0,,3,RT202500001584|RT202500001584|RT202500001584,,楊梅交流道,15.835
N_24.84317_120.97544,24.84317,120.97544,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市長園一街73號旁,新竹縣,8.0,1,0,,1,RT202500002623,,楊梅交流道,19.938
N_24.84319_120.97535,24.84319,120.97535,5A-平鎮倉,Pingzhen,平鎮總部,新竹縣竹北市長園一街73號旁,新竹縣,8.0,1,0,,1,RT202500006957,,楊梅交流道,19.947
